total_tasks,avg_progress,avg_estimated_hours,total_estimated_hours,avg_hours_logged,total_hours_logged,hours_efficiency,project_duration_days,completed_task_count,in_progress_task_count,on_hold_task_count,not_started_task_count,cancelled_task_count,avg_allocation_score,avg_workload,avg_experience,avg_performance,avg_task_duration_days,risk_level,status
8,95.07,29.04,248.11,29.56,236.46,0.95,42,5,1,1,1,0,0.85,67.23,9.45,4.25,5.25,Low,Completed
11,23.35,18.33,200.91,11.86,130.46,0.65,149,1,3,3,3,1,0.48,80.63,2.53,3.45,13.55,Critical,Delayed
13,25.07,13.93,186.48,12.92,167.95,0.90,117,3,2,5,2,1,0.54,83.32,6.44,3.99,9.00,Critical,On Hold
13,9.06,23.89,301.64,19.45,252.79,0.84,101,1,2,1,8,1,0.59,66.77,8.70,3.05,7.77,Low,Planning
10,57.88,26.89,286.29,16.23,162.26,0.57,47,3,4,1,2,0,0.62,62.85,7.09,4.05,4.70,Low,In Progress
8,45.47,17.95,162.94,16.74,133.91,0.82,48,3,3,0,1,1,0.78,80.24,8.53,3.14,6.00,Low,In Progress
8,92.17,38.26,303.80,41.31,330.50,1.09,77,5,1,1,1,0,0.80,54.05,7.31,4.93,9.62,Low,Completed
11,61.11,8.12,94.58,6.81,74.91,0.79,146,4,5,0,1,1,0.77,81.16,2.15,3.14,13.27,High,In Progress
6,57.08,17.32,116.86,13.52,81.14,0.69,87,2,3,0,1,0,0.77,69.60,7.63,3.71,14.50,Medium,In Progress
8,90.80,8.60,52.85,9.02,72.20,1.30,50,4,1,1,1,1,0.70,71.03,5.62,4.14,6.25,Low,Completed
9,29.27,20.86,196.41,15.66,140.92,0.72,118,1,2,3,2,1,0.40,84.84,2.52,3.66,13.11,Critical,Delayed
11,17.95,9.43,95.61,4.83,53.13,0.56,153,1,2,5,2,1,0.37,93.55,7.83,2.84,13.91,Critical,Delayed
12,96.42,10.55,123.36,12.48,149.80,1.21,77,8,1,1,1,1,0.93,71.02,6.79,4.61,6.42,Low,Completed
8,25.75,22.95,186.57,13.27,106.12,0.57,146,1,3,2,1,1,0.31,90.82,1.80,2.54,18.25,High,Delayed
9,89.92,32.50,292.24,37.84,340.52,1.17,36,5,1,1,1,1,0.77,58.75,7.37,4.37,4.00,Low,Completed
9,20.72,16.00,148.61,9.59,86.31,0.58,94,1,1,5,1,1,0.35,98.85,7.80,2.81,10.44,Critical,Delayed
12,91.45,31.11,360.25,33.50,402.05,1.12,35,8,1,1,1,1,0.87,63.54,8.59,4.76,2.92,Low,Completed
8,8.02,35.40,267.70,26.16,209.32,0.78,84,1,2,0,5,0,0.52,79.70,8.52,3.24,10.50,High,Planning
6,50.82,14.04,68.75,11.49,68.94,1.00,129,2,3,0,1,0,0.59,72.63,5.78,4.21,21.50,Low,In Progress
12,45.36,28.93,364.01,18.01,216.14,0.59,107,2,5,2,2,1,0.59,74.45,4.38,3.80,8.92,Low,In Progress
12,28.59,26.56,327.52,16.94,203.26,0.62,135,3,2,4,2,1,0.73,73.49,2.16,3.79,11.25,High,On Hold
8,47.88,25.92,199.37,17.28,138.26,0.69,130,2,3,2,1,0,0.59,61.36,6.37,3.13,16.25,Low,In Progress
8,86.98,22.97,166.59,24.79,198.36,1.19,45,6,1,0,1,0,0.91,50.20,2.92,4.62,5.62,Low,Completed
14,53.92,37.59,520.42,32.50,455.03,0.87,98,4,5,2,2,1,0.59,78.14,3.07,3.00,7.00,Low,In Progress
11,68.78,39.06,438.28,28.48,313.33,0.71,96,3,4,1,2,1,0.77,67.08,4.94,3.53,8.73,Medium,In Progress
14,44.40,29.18,406.41,22.72,318.06,0.78,139,3,2,6,2,1,0.79,83.14,9.18,3.77,9.93,High,On Hold
11,71.41,18.11,202.92,15.54,170.92,0.84,51,3,4,1,2,1,0.58,62.65,2.01,3.44,4.64,High,In Progress
9,92.02,8.09,70.08,8.50,76.49,1.09,65,6,1,1,0,1,0.71,58.71,2.61,4.65,7.22,Low,Completed
11,14.49,38.42,441.80,23.75,261.24,0.59,127,1,3,4,2,1,0.31,80.79,6.29,2.59,11.55,Medium,Delayed
6,15.44,15.00,79.72,9.85,59.12,0.74,170,2,1,2,1,0,0.38,89.81,9.69,3.75,28.33,Critical,Delayed
15,70.34,31.34,488.68,20.76,311.35,0.64,73,4,6,2,2,1,0.63,71.02,6.71,4.16,4.87,Medium,In Progress
8,46.32,14.73,109.47,13.47,107.80,0.98,126,2,3,1,1,1,0.62,70.41,5.06,4.24,15.75,Medium,In Progress
5,30.67,18.81,86.47,14.54,72.72,0.84,94,0,1,3,1,0,0.33,90.10,7.27,3.38,18.80,High,Delayed
12,12.34,18.89,231.50,18.07,216.78,0.94,69,1,2,1,7,1,0.59,81.79,2.40,3.31,5.75,Medium,Planning
11,45.43,15.08,156.81,12.35,135.83,0.87,85,3,6,0,2,0,0.55,70.53,1.62,3.77,7.73,High,In Progress
12,90.26,15.19,191.34,16.90,202.75,1.06,52,8,1,1,1,1,0.82,58.58,3.18,4.40,4.33,Low,Completed
11,95.32,34.49,360.30,33.56,369.21,1.02,68,8,1,1,0,1,0.87,56.16,9.13,4.10,6.18,High,Completed
5,90.92,30.01,167.61,33.52,167.58,1.00,68,4,0,0,0,1,0.77,61.77,9.26,4.39,13.60,Low,Completed
7,89.13,20.34,128.68,22.54,157.80,1.23,44,5,0,1,0,1,0.93,56.89,8.21,4.92,6.29,Medium,Completed
12,96.66,12.23,141.81,13.47,161.67,1.14,85,8,1,1,1,1,0.95,57.95,5.79,4.51,7.08,High,Completed
12,92.84,36.87,459.11,43.47,521.70,1.14,35,8,1,1,1,1,0.76,56.56,1.35,4.31,2.92,Medium,Completed
5,19.70,20.57,105.94,12.46,62.32,0.59,172,0,1,2,2,0,0.35,87.96,6.22,3.92,34.40,Critical,Delayed
11,91.47,18.02,210.98,19.21,211.30,1.00,55,7,1,1,1,1,0.80,56.41,1.09,4.27,5.00,Low,Completed
7,16.15,32.55,216.12,31.25,218.76,1.01,97,0,1,1,4,1,0.66,80.23,8.03,3.32,13.86,Medium,Planning
7,92.00,13.52,74.77,14.00,98.00,1.30,39,5,1,1,0,0,0.74,55.45,6.83,4.42,5.57,Low,Completed
7,66.55,8.56,69.26,5.39,37.71,0.54,69,2,3,0,1,1,0.73,71.56,7.43,4.10,9.86,Medium,In Progress
14,27.16,18.03,266.03,10.31,144.27,0.54,169,2,3,5,3,1,0.31,86.24,6.74,2.51,12.07,Critical,Delayed
13,10.12,28.56,388.49,26.75,347.70,0.90,33,1,2,1,8,1,0.73,74.38,9.87,3.37,2.54,Low,Planning
5,94.20,26.42,149.09,24.94,124.70,0.84,41,5,0,0,0,0,0.88,58.89,8.38,4.04,8.20,Medium,Completed
11,16.42,21.48,248.08,12.59,138.47,0.56,129,2,3,5,1,0,0.31,88.21,1.96,3.86,11.73,Critical,Delayed
8,5.30,29.08,238.55,17.83,142.68,0.60,30,1,0,1,5,1,0.58,72.94,1.13,3.40,3.75,Medium,Planning
10,6.96,12.35,112.94,11.24,112.41,1.00,53,1,2,1,5,1,0.70,74.00,8.11,4.11,5.30,Medium,Planning
8,28.80,11.62,106.09,8.14,65.14,0.61,76,2,1,4,1,0,0.76,79.12,1.20,3.75,9.50,High,On Hold
14,20.23,23.22,326.58,16.45,230.33,0.71,91,2,3,5,3,1,0.57,83.25,9.96,2.68,6.50,Critical,Delayed
5,90.72,31.35,169.19,36.29,181.47,1.07,87,5,0,0,0,0,0.91,67.02,8.11,4.82,17.40,Low,Completed
12,73.49,39.13,451.82,32.46,389.57,0.86,91,4,4,2,2,0,0.76,72.08,4.02,3.23,7.58,High,In Progress
13,9.32,8.16,103.20,5.54,72.03,0.70,106,1,2,1,8,1,0.73,65.13,7.41,3.87,8.15,Low,Planning
12,73.08,26.39,329.53,21.77,261.25,0.79,130,4,4,2,2,0,0.52,76.83,9.02,4.21,10.83,Medium,In Progress
12,51.61,31.35,360.18,27.81,333.70,0.93,53,2,6,1,2,1,0.76,78.57,4.73,3.71,4.42,High,In Progress
14,21.79,18.50,275.34,8.12,113.65,0.41,172,2,3,5,3,1,0.34,85.28,9.53,3.05,12.29,Medium,Delayed
9,40.61,25.02,208.86,19.47,175.20,0.84,160,3,2,3,1,0,0.73,67.78,6.11,4.47,17.78,Medium,On Hold
8,85.75,10.65,98.14,11.75,93.96,0.96,41,6,1,1,0,0,0.70,66.53,3.60,4.25,5.12,Low,Completed
10,17.96,37.70,378.20,20.41,204.12,0.54,173,1,3,3,3,0,0.52,96.03,8.13,3.97,17.30,High,Delayed
10,24.20,27.19,259.01,14.18,141.80,0.55,164,2,3,3,1,1,0.55,98.65,7.75,3.76,16.40,Critical,Delayed
7,63.10,20.57,148.61,13.36,93.53,0.63,68,2,3,0,1,1,0.59,82.75,8.83,3.84,9.71,Medium,In Progress
10,94.91,34.20,326.98,39.58,395.79,1.21,53,7,1,1,1,0,0.81,56.26,7.18,4.74,5.30,Low,Completed
12,95.68,9.03,114.08,10.19,122.29,1.07,77,8,1,1,1,1,0.88,64.95,5.41,4.03,6.42,Medium,Completed
13,46.03,8.91,132.24,5.38,69.90,0.53,78,3,6,1,2,1,0.71,66.98,6.21,3.30,6.00,Medium,In Progress
5,32.34,36.09,196.26,23.95,119.77,0.61,172,0,1,3,1,0,0.39,91.25,1.90,3.88,34.40,Critical,Delayed
8,64.28,27.82,211.84,16.70,133.62,0.63,136,2,4,1,1,0,0.77,82.12,7.30,3.70,17.00,High,In Progress
8,95.19,32.81,263.52,32.64,261.14,0.99,54,5,1,1,1,0,0.73,65.21,7.33,4.45,6.75,Low,Completed
9,47.60,36.80,343.90,36.65,329.88,0.96,98,2,4,0,2,1,0.60,63.23,5.71,3.95,10.89,High,In Progress
6,59.91,37.08,203.34,27.41,164.47,0.81,68,2,3,0,1,0,0.51,75.31,7.45,3.63,11.33,Low,In Progress
5,90.36,19.14,95.16,22.84,114.21,1.20,81,4,0,0,1,0,0.85,68.02,3.17,4.17,16.20,High,Completed
6,23.54,18.81,120.97,9.20,55.19,0.46,141,0,1,3,1,1,0.50,92.67,5.16,3.33,23.50,Critical,Delayed
11,85.29,31.90,367.58,37.88,416.73,1.13,57,7,1,1,1,1,0.76,72.27,7.47,4.07,5.18,Medium,Completed
12,91.44,21.91,250.99,20.43,245.15,0.98,84,8,1,1,1,1,0.71,50.36,2.07,4.65,7.00,Low,Completed
12,17.82,28.00,347.16,25.58,306.93,0.88,56,1,2,1,7,1,0.75,72.01,2.60,3.72,4.67,Low,Planning
12,19.79,22.57,283.28,16.50,198.06,0.70,172,2,3,3,3,1,0.57,82.51,4.77,3.02,14.33,Critical,Delayed
10,42.88,23.22,229.17,21.92,219.23,0.96,64,3,2,4,1,0,0.63,75.67,7.55,4.02,6.40,Critical,On Hold
5,13.41,12.72,47.47,5.16,25.78,0.54,178,0,1,2,2,0,0.49,86.02,1.17,3.83,35.60,Critical,Delayed
8,25.16,29.35,224.59,26.02,208.18,0.93,92,3,0,3,1,1,0.59,68.04,2.44,3.31,11.50,Critical,On Hold
11,43.52,29.79,343.58,28.49,313.38,0.91,111,3,0,5,2,1,0.69,67.88,5.88,3.14,10.09,Critical,On Hold
8,66.20,36.00,302.75,30.69,245.51,0.81,46,2,3,0,2,1,0.74,64.84,3.36,3.77,5.75,Medium,In Progress
8,53.24,10.68,79.35,8.20,65.61,0.83,69,3,3,0,2,0,0.66,65.35,5.28,3.48,8.62,Medium,In Progress
13,26.66,16.09,190.83,9.03,117.40,0.62,149,2,3,5,2,1,0.37,97.89,2.66,2.82,11.46,Critical,Delayed
11,30.33,23.07,249.74,12.09,133.02,0.53,151,2,1,4,3,1,0.48,95.58,7.47,3.25,13.73,Critical,Delayed
8,18.88,33.61,272.30,33.57,268.58,0.99,84,1,2,1,4,0,0.75,62.72,1.97,3.64,10.50,Low,Planning
10,24.63,23.49,254.02,22.31,223.06,0.88,77,1,1,6,1,1,0.58,78.46,8.25,3.42,7.70,High,On Hold
6,9.64,8.11,30.55,4.88,29.30,0.96,42,0,1,0,4,1,0.79,67.03,9.58,3.08,7.00,Medium,Planning
7,88.55,30.58,201.69,32.59,228.15,1.13,78,5,1,0,0,1,0.81,69.66,9.76,4.06,11.14,Medium,Completed
13,27.50,18.68,224.30,12.30,159.94,0.71,74,3,2,5,2,1,0.63,68.76,8.73,3.19,5.69,Critical,On Hold
13,17.32,23.60,309.97,20.67,268.70,0.87,107,1,2,1,8,1,0.63,61.81,8.08,3.57,8.23,Low,Planning
8,90.13,20.26,155.28,20.96,167.65,1.08,57,4,1,1,1,1,0.85,65.16,4.29,4.90,7.12,Low,Completed
11,96.04,9.70,96.39,11.04,121.45,1.26,31,7,1,1,1,1,0.88,56.36,8.76,4.89,2.82,Low,Completed
9,48.47,36.36,328.94,31.22,280.99,0.85,121,2,0,4,2,1,0.75,68.33,4.60,3.63,13.44,Critical,On Hold
13,63.31,20.65,281.20,17.08,222.08,0.79,87,4,5,1,2,1,0.55,79.84,8.07,3.36,6.69,Medium,In Progress
12,34.39,21.38,258.99,14.43,173.20,0.67,87,3,2,4,2,1,0.72,65.13,3.64,3.52,7.25,Critical,On Hold
11,95.27,28.54,312.78,33.46,368.01,1.18,43,7,1,1,1,1,0.80,60.82,2.30,4.82,3.91,High,Completed
10,45.05,9.54,75.49,8.02,80.18,1.06,100,3,1,5,1,0,0.77,80.36,5.13,3.38,10.00,High,On Hold
5,85.24,24.77,124.04,26.19,130.97,1.06,38,4,0,0,0,1,0.83,67.40,9.48,4.18,7.60,Low,Completed
7,91.46,27.94,209.21,30.87,216.08,1.03,80,4,1,1,1,0,0.93,58.17,5.49,4.96,11.43,Medium,Completed
5,96.88,16.07,76.96,14.86,74.32,0.97,78,4,0,1,0,0,0.70,73.43,6.65,4.32,15.60,Low,Completed
8,37.70,12.41,103.75,8.27,66.17,0.64,147,2,0,3,2,1,0.59,60.88,1.34,3.04,18.38,Critical,On Hold
12,69.24,24.41,301.47,17.32,207.82,0.69,99,4,4,1,2,1,0.55,77.46,8.02,3.50,8.25,Medium,In Progress
14,70.94,35.95,500.65,27.51,385.12,0.77,126,4,6,1,2,1,0.63,77.85,8.81,3.06,9.00,High,In Progress
12,12.61,8.10,115.60,5.16,61.91,0.54,149,2,3,3,3,1,0.48,94.76,7.91,3.86,12.42,Critical,Delayed
9,14.74,21.93,193.47,18.21,163.89,0.85,120,1,2,1,4,1,0.52,69.45,7.39,3.03,13.33,Medium,Planning
6,27.63,14.09,102.19,8.57,51.45,0.50,130,0,1,3,2,0,0.56,88.68,9.36,3.39,21.67,Critical,Delayed
10,44.71,22.38,229.88,21.09,210.89,0.92,119,2,2,3,2,1,0.62,84.77,5.25,3.83,11.90,Critical,On Hold
15,57.27,36.09,540.63,29.78,446.75,0.83,145,4,6,2,2,1,0.58,81.49,7.30,3.82,9.67,High,In Progress
6,32.78,26.04,144.68,20.30,121.80,0.84,154,0,2,2,2,0,0.42,84.15,6.84,3.81,25.67,High,Delayed
12,51.37,19.14,225.32,15.40,184.83,0.82,132,4,3,2,2,1,0.77,83.33,5.48,3.01,11.00,Medium,In Progress
12,28.88,20.97,243.76,14.11,169.31,0.69,143,1,3,4,3,1,0.53,85.31,6.15,3.84,11.92,Critical,Delayed
14,45.33,39.76,563.86,38.76,542.58,0.96,123,3,2,6,2,1,0.67,69.56,9.41,3.65,8.79,Critical,On Hold
15,45.10,24.40,374.47,18.76,281.47,0.75,115,4,6,2,2,1,0.57,77.61,1.89,4.36,7.67,Medium,In Progress
9,98.31,32.70,309.28,35.45,319.07,1.03,68,5,1,1,1,1,0.85,50.37,4.18,4.14,7.56,High,Completed
10,19.52,12.10,110.03,11.19,111.90,1.02,85,1,2,0,7,0,0.64,78.18,4.34,3.28,8.50,Low,Planning
5,28.20,39.43,180.98,25.06,125.31,0.69,123,1,1,2,1,0,0.33,93.19,3.85,3.62,24.60,Critical,Delayed
14,53.04,29.72,405.34,23.88,334.37,0.82,118,3,6,2,2,1,0.76,64.14,7.58,3.79,8.43,Critical,In Progress
11,12.30,27.54,297.47,18.83,207.18,0.70,53,1,2,1,6,1,0.57,64.88,2.49,4.17,4.82,Low,Planning
13,61.73,24.50,308.91,21.78,283.12,0.92,118,3,5,2,2,1,0.70,63.85,6.82,3.27,9.08,Low,In Progress
9,93.83,39.26,362.92,38.30,344.73,0.95,89,7,1,0,0,1,0.85,58.84,5.34,4.60,9.89,Low,Completed
10,11.64,8.19,73.90,7.36,73.64,1.00,106,1,0,1,7,1,0.65,67.80,5.34,3.48,10.60,Low,Planning
11,56.31,30.92,333.85,28.28,311.06,0.93,105,3,5,1,2,0,0.71,76.79,2.77,4.01,9.55,Medium,In Progress
9,14.15,38.15,362.85,16.61,149.52,0.41,101,1,3,2,2,1,0.39,90.79,7.99,2.98,11.22,Critical,Delayed
7,95.11,26.47,200.91,29.39,205.73,1.02,37,4,1,0,1,1,0.87,53.37,4.67,4.11,5.29,Medium,Completed
14,30.90,11.41,178.46,7.75,108.57,0.61,64,3,2,6,2,1,0.58,72.67,9.70,3.86,4.57,Medium,On Hold
10,70.66,33.57,336.61,27.53,275.28,0.82,130,3,4,0,2,1,0.68,82.23,9.44,3.08,13.00,High,In Progress
14,73.49,32.43,454.48,26.68,373.55,0.82,66,4,6,1,2,1,0.60,62.70,5.56,3.13,4.71,Critical,In Progress
7,19.99,24.80,168.37,15.54,108.75,0.65,109,0,1,0,5,1,0.80,78.61,7.66,3.37,15.57,High,Planning
7,26.32,19.99,123.13,15.09,105.61,0.86,129,2,0,3,2,0,0.68,78.90,6.80,3.35,18.43,Critical,On Hold
6,92.44,10.94,79.02,11.03,66.18,0.84,77,5,0,0,0,1,0.78,62.37,2.19,4.96,12.83,Medium,Completed
13,14.50,23.16,297.69,17.07,221.87,0.75,164,2,3,4,3,1,0.43,96.14,3.65,2.88,12.62,Critical,Delayed
8,94.50,27.50,210.96,30.66,245.27,1.16,59,4,1,1,1,1,0.70,62.03,4.73,4.11,7.38,High,Completed
5,28.90,26.47,147.25,25.02,125.11,0.85,104,1,0,3,1,0,0.68,70.52,9.72,3.08,20.80,Critical,On Hold
12,94.52,18.36,238.97,21.55,258.56,1.08,31,8,1,1,1,1,0.71,73.23,3.00,5.00,2.58,Low,Completed
14,64.83,20.91,300.90,17.21,240.92,0.80,144,4,5,2,2,1,0.62,78.60,9.07,4.39,10.29,Medium,In Progress
14,46.51,15.89,229.22,14.24,199.36,0.87,159,3,2,6,2,1,0.60,77.61,3.28,4.14,11.36,Critical,On Hold
12,10.39,29.14,354.23,27.38,328.56,0.93,36,1,2,1,7,1,0.78,77.47,3.31,3.85,3.00,Medium,Planning
5,26.04,24.19,109.85,14.95,74.74,0.68,99,0,2,2,1,0,0.56,93.52,4.21,3.27,19.80,Critical,Delayed
6,47.94,16.12,111.70,15.63,93.77,0.84,78,2,0,3,1,0,0.62,83.83,7.33,3.06,13.00,Medium,On Hold
8,85.22,34.96,278.31,32.44,259.54,0.93,36,6,1,1,0,0,0.77,50.06,4.74,4.73,4.50,Medium,Completed
10,31.05,36.39,354.26,23.61,236.14,0.67,154,1,1,5,2,1,0.71,61.01,4.48,3.61,15.40,High,On Hold
6,89.85,25.26,166.19,23.73,142.41,0.86,87,5,0,0,0,1,0.85,73.43,2.50,4.72,14.50,Medium,Completed
5,12.05,35.56,190.32,14.70,73.50,0.39,114,0,1,2,2,0,0.39,84.49,5.97,3.04,22.80,Medium,Delayed
6,28.22,22.20,145.00,13.44,80.62,0.56,132,1,1,3,1,0,0.54,80.48,9.97,3.49,22.00,High,On Hold
5,86.47,30.99,150.63,36.30,181.52,1.21,63,4,0,0,0,1,0.89,67.22,7.67,4.73,12.60,Low,Completed
11,88.82,30.41,347.52,34.04,374.40,1.08,33,7,1,1,1,1,0.92,69.17,4.26,4.73,3.00,Low,Completed
7,45.82,8.77,77.31,7.09,49.60,0.64,59,1,0,5,1,0,0.79,70.59,2.55,4.22,8.43,Critical,On Hold
9,39.31,19.87,184.24,12.07,108.62,0.59,55,2,0,4,2,1,0.77,72.71,4.69,4.30,6.11,Critical,On Hold
15,45.61,32.54,505.84,22.34,335.11,0.66,122,4,6,2,2,1,0.70,71.73,4.12,4.29,8.13,Low,In Progress
9,42.71,21.30,204.99,15.42,138.79,0.68,60,1,0,5,2,1,0.51,83.98,1.65,3.87,6.67,Medium,On Hold
8,63.67,14.68,116.87,9.31,74.50,0.64,59,3,4,0,1,0,0.56,68.47,6.06,3.89,7.38,Medium,In Progress
10,18.15,36.97,381.57,23.42,234.25,0.61,97,1,2,5,1,1,0.37,90.71,9.27,3.53,9.70,High,Delayed
8,17.55,16.49,145.30,8.75,70.01,0.48,139,1,1,2,3,1,0.45,92.42,8.38,3.64,17.38,Medium,Delayed
9,94.26,37.17,354.43,35.47,319.19,0.90,47,6,0,1,1,1,0.71,70.91,3.24,4.43,5.22,Medium,Completed
12,19.14,30.29,354.32,21.77,261.22,0.74,101,1,1,1,8,1,0.58,71.00,8.16,3.91,8.42,Low,Planning
8,45.58,24.93,214.50,19.57,156.57,0.73,143,2,3,1,1,1,0.65,74.71,4.09,4.00,17.88,Medium,In Progress
10,32.54,35.27,354.86,24.24,242.36,0.68,170,1,3,4,1,1,0.40,99.05,1.22,3.07,17.00,High,Delayed
10,65.23,18.82,178.24,15.76,157.63,0.88,88,3,3,2,1,1,0.56,83.32,3.38,3.22,8.80,Medium,In Progress
11,15.41,27.34,313.36,24.73,271.99,0.87,80,1,2,1,6,1,0.77,75.84,3.00,3.08,7.27,Medium,Planning
6,95.23,15.22,107.50,15.87,95.19,0.89,82,4,1,0,1,0,0.71,50.28,5.12,4.13,13.67,Medium,Completed
6,48.48,19.13,99.41,11.77,70.64,0.71,148,2,3,0,1,0,0.51,61.28,9.59,3.21,24.67,Low,In Progress
10,48.92,38.23,393.53,32.15,321.49,0.82,59,2,4,1,2,1,0.69,79.30,8.75,3.02,5.90,High,In Progress
14,72.71,10.19,155.68,7.18,100.51,0.65,73,4,5,2,2,1,0.60,72.57,5.17,3.24,5.21,High,In Progress
7,90.08,35.23,246.98,39.30,275.11,1.11,40,4,1,1,0,1,0.94,73.66,2.30,4.18,5.71,Medium,Completed
5,5.28,8.14,31.65,6.83,34.15,1.08,101,0,1,0,4,0,0.54,79.55,9.71,3.48,20.20,Low,Planning
6,13.37,19.90,109.15,17.74,106.45,0.98,62,0,0,1,5,0,0.58,63.48,2.97,3.87,10.33,Low,Planning
10,50.98,14.10,156.36,12.46,124.57,0.80,126,3,4,0,2,1,0.63,78.89,6.45,4.03,12.60,Medium,In Progress
12,38.36,19.40,237.36,14.06,168.70,0.71,158,2,1,6,2,1,0.74,66.35,7.87,4.03,13.17,High,On Hold
12,12.59,34.87,422.00,23.60,283.15,0.67,102,1,2,1,7,1,0.62,62.99,4.75,3.11,8.50,Low,Planning
