project_id,project_name,description,client_name,project_manager_id,department,start_date,planned_end_date,actual_end_date,status,priority,progress_percentage,budget,team_size,created_date
P08150,E-Commerce Platform,E-Commerce Platform project for MarketPlus,MarketPlus,EMP108,Security,2025-02-12,2025-12-20,,In Progress,Medium,71,1210000,18,2024-12-24
P08151,Warehouse Automation,Warehouse Automation project for XYZ Technologies,XYZ Technologies,EMP116,Marketing,2025-09-25,2026-04-28,,In Progress,Medium,83,1270000,6,2025-08-25
P08152,Supply Chain Analytics,Supply Chain Analytics project for ABC Corporation,ABC Corporation,EMP101,Human Resources,2026-01-21,2026-09-10,,In Progress,Medium,23,660000,5,2025-12-03
P08153,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,RetailAnalytics,EMP131,Finance,2026-01-07,2026-06-20,2026-06-19,Completed,Medium,100,2295000,14,2025-12-05
P08154,CRM Implementation,CRM Implementation project for FinanceCorp,FinanceCorp,EMP122,Sales,2026-02-18,2026-04-16,2026-05-14,Completed,High,100,1490000,15,2026-01-09
P08155,Supply Chain Analytics,Supply Chain Analytics project for CloudWorks,CloudWorks,EMP124,Analytics,2026-01-16,2026-12-10,2026-11-20,Completed,Critical,100,1140000,20,2025-11-22
P08156,Online Learning Platform,Online Learning Platform project for ABC Corporation,ABC Corporation,EMP137,Data Engineering,2025-05-14,2026-02-24,,In Progress,Medium,37,2355000,17,2025-04-23
P08157,HR Automation System,HR Automation System project for SecureNet,SecureNet,EMP142,Security,2026-05-12,2026-09-20,,In Progress,High,59,1490000,7,2026-04-07
P08158,Inventory Management System,Inventory Management System project for LogiTech,LogiTech,EMP104,Development,2025-10-17,2026-02-16,,In Progress,Medium,67,580000,15,2025-09-10
P08159,Document Management System,Document Management System project for ABC Corporation,ABC Corporation,EMP146,Customer Success,2026-08-06,2027-03-04,,In Progress,Medium,27,1810000,19,2026-06-11
P08160,Marketing Analytics Platform,Marketing Analytics Platform project for EduTech,EduTech,EMP119,Finance,2025-11-09,2026-09-05,,In Progress,Medium,81,2425000,17,2025-09-22
P08161,Inventory Management System,Inventory Management System project for EduTech,EduTech,EMP138,Sales,2025-11-19,2026-01-30,2026-02-23,Completed,Medium,100,2110000,12,2025-11-05
P08162,Employee Training Portal,Employee Training Portal project for MarketPlus,MarketPlus,EMP130,Analytics,2025-12-21,2026-08-23,2026-11-13,Delayed,Medium,55,1105000,8,2025-12-07
P08163,Healthcare Management System,Healthcare Management System project for FinanceCorp,FinanceCorp,EMP123,IT Infrastructure,2026-06-07,2027-04-19,,In Progress,High,47,2070000,4,2026-05-28
P08164,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinTech Solutions,FinTech Solutions,EMP111,Healthcare IT,2026-06-25,2027-01-13,2027-02-12,Delayed,Medium,76,1335000,9,2026-04-29
P08165,Financial Reporting Dashboard,Financial Reporting Dashboard project for DataCorp,DataCorp,EMP110,Sales,2025-12-17,2026-02-16,2026-02-06,Completed,High,100,1160000,12,2025-11-08
P08166,Cybersecurity Upgrade,Cybersecurity Upgrade project for MedCare Hospitals,MedCare Hospitals,EMP137,Human Resources,2025-11-24,2026-01-15,,In Progress,Low,56,1500000,20,2025-10-06
P08167,Mobile Banking Application,Mobile Banking Application project for SalesPro,SalesPro,EMP117,IT,2025-02-02,2025-05-09,,In Progress,Medium,38,425000,11,2024-12-27
P08168,Healthcare Management System,Healthcare Management System project for ABC Corporation,ABC Corporation,EMP112,Operations,2025-02-10,2026-01-05,,In Progress,Low,50,845000,15,2025-01-05
P08169,Marketing Analytics Platform,Marketing Analytics Platform project for DigitalHub,DigitalHub,EMP101,IT,2026-03-18,2026-09-25,,In Progress,Low,27,1555000,16,2026-03-09
P08170,Cloud Migration Project,Cloud Migration Project project for SecureNet,SecureNet,EMP143,Development,2025-07-26,2025-10-26,,Planning,Medium,17,515000,11,2025-06-25
P08171,Social Media Analytics,Social Media Analytics project for LogiTech,LogiTech,EMP120,Development,2025-09-20,2026-08-20,2026-08-13,Completed,Low,100,1175000,16,2025-08-07
P08172,Document Management System,Document Management System project for MedCare Hospitals,MedCare Hospitals,EMP118,Human Resources,2026-01-12,2026-11-18,,In Progress,High,40,2110000,18,2025-11-27
P08173,Financial Reporting Dashboard,Financial Reporting Dashboard project for SecureNet,SecureNet,EMP119,Marketing,2025-05-14,2025-08-14,,In Progress,Medium,43,2260000,14,2025-04-20
P08174,Cloud Migration Project,Cloud Migration Project project for ABC Retail,ABC Retail,EMP130,AI Development,2025-07-19,2026-04-10,2026-06-27,Delayed,High,32,660000,15,2025-05-23
P08175,E-Commerce Platform,E-Commerce Platform project for XYZ Technologies,XYZ Technologies,EMP125,IT Infrastructure,2025-01-26,2025-06-25,2025-06-12,Completed,Low,100,2375000,15,2025-01-12
P08176,CRM Implementation,CRM Implementation project for XYZ Technologies,XYZ Technologies,EMP128,Sales,2026-04-06,2026-06-12,,In Progress,Medium,45,1300000,20,2026-03-19
P08177,Inventory Management System,Inventory Management System project for MedCare Hospitals,MedCare Hospitals,EMP114,Development,2025-11-02,2026-01-05,2025-12-18,Completed,Medium,100,590000,13,2025-09-20
P08178,HR Automation System,HR Automation System project for MarketPlus,MarketPlus,EMP115,Marketing,2025-04-24,2025-11-28,,In Progress,Low,29,1940000,5,2025-04-14
P08179,Data Warehouse Development,Data Warehouse Development project for FinanceCorp,FinanceCorp,EMP144,Security,2025-12-24,2026-11-03,2026-10-21,Completed,Medium,100,440000,7,2025-11-21
P08180,Inventory Management System,Inventory Management System project for Global Traders,Global Traders,EMP122,Healthcare IT,2025-03-27,2026-03-14,,Planning,Low,0,1895000,8,2025-02-15
P08181,Marketing Analytics Platform,Marketing Analytics Platform project for MedCare Hospitals,MedCare Hospitals,EMP149,IT,2026-04-14,2027-01-09,,In Progress,Critical,71,1820000,19,2026-03-27
P08182,Mobile Banking Application,Mobile Banking Application project for MarketPlus,MarketPlus,EMP143,Data Engineering,2025-05-19,2026-04-24,2026-05-26,Delayed,Medium,46,1685000,3,2025-04-25
P08183,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,FinanceCorp,EMP136,Development,2025-06-12,2025-10-10,,In Progress,Low,72,2115000,6,2025-05-15
P08184,Employee Payroll System,Employee Payroll System project for EduTech,EduTech,EMP128,Marketing,2026-06-10,2026-09-09,,In Progress,Medium,33,2100000,15,2026-05-21
P08185,Online Learning Platform,Online Learning Platform project for ABC Corporation,ABC Corporation,EMP142,Healthcare IT,2026-03-22,2026-06-10,,In Progress,High,57,1240000,13,2026-02-01
P08186,Warehouse Automation,Warehouse Automation project for OfficePro,OfficePro,EMP103,Human Resources,2026-02-13,2026-05-24,,In Progress,Medium,31,1410000,3,2026-01-16
P08187,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,RetailAnalytics,EMP125,Customer Success,2025-12-28,2026-10-10,2026-10-24,Completed,Medium,100,1190000,16,2025-12-14
P08188,Inventory Management System,Inventory Management System project for DataCorp,DataCorp,EMP136,AI Development,2025-11-09,2026-02-11,,In Progress,Critical,35,1630000,3,2025-10-01
P08189,Inventory Management System,Inventory Management System project for EduTech,EduTech,EMP106,Human Resources,2025-04-26,2025-10-26,,Planning,High,20,1425000,4,2025-03-21
P08190,Customer Support Chatbot,Customer Support Chatbot project for ABC Retail,ABC Retail,EMP110,AI Development,2025-06-30,2026-04-12,2026-06-04,Delayed,Medium,57,915000,17,2025-06-15
P08191,Customer Support Chatbot,Customer Support Chatbot project for SalesPro,SalesPro,EMP104,Sales,2026-08-01,2027-07-08,,In Progress,Medium,15,1200000,11,2026-07-25
P08192,Healthcare Management System,Healthcare Management System project for ABC Corporation,ABC Corporation,EMP125,IT Infrastructure,2026-07-06,2026-10-10,,Planning,Medium,19,1520000,12,2026-06-06
P08193,Customer Support Chatbot,Customer Support Chatbot project for FinanceCorp,FinanceCorp,EMP128,Sales,2026-03-12,2026-06-24,,Planning,High,17,2050000,3,2026-01-14
P08194,Online Learning Platform,Online Learning Platform project for PeopleFirst,PeopleFirst,EMP124,Analytics,2026-06-18,2026-08-22,2026-10-09,Delayed,High,47,555000,5,2026-05-19
P08195,Mobile Banking Application,Mobile Banking Application project for ABC Retail,ABC Retail,EMP103,Human Resources,2026-04-28,2026-07-17,,In Progress,Medium,34,1515000,7,2026-04-06
P08196,CRM Implementation,CRM Implementation project for FinanceCorp,FinanceCorp,EMP125,Healthcare IT,2025-08-28,2026-02-13,,In Progress,Low,49,2360000,9,2025-08-11
P08197,Healthcare Management System,Healthcare Management System project for PeopleFirst,PeopleFirst,EMP145,Operations,2026-03-06,2026-07-29,,In Progress,Low,77,1170000,14,2026-01-19
P08198,Data Warehouse Development,Data Warehouse Development project for OfficePro,OfficePro,EMP102,Marketing,2026-03-28,2027-03-17,,In Progress,High,55,405000,9,2026-03-23
P08199,Cloud Migration Project,Cloud Migration Project project for CloudWorks,CloudWorks,EMP139,AI Development,2025-03-25,2025-09-28,2025-09-15,Completed,High,100,2160000,19,2025-02-19
P08200,Document Management System,Document Management System project for CloudWorks,CloudWorks,EMP114,Customer Success,2026-07-03,2026-11-23,2027-02-01,Delayed,Medium,32,730000,6,2026-06-17
P08201,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,RetailAnalytics,EMP104,Healthcare IT,2025-10-23,2026-05-06,,In Progress,Medium,29,1820000,8,2025-10-16
P08202,Financial Reporting Dashboard,Financial Reporting Dashboard project for XYZ Technologies,XYZ Technologies,EMP103,Finance,2025-07-08,2026-04-10,2026-05-10,Completed,High,100,1290000,4,2025-07-02
P08203,Online Learning Platform,Online Learning Platform project for MarketPlus,MarketPlus,EMP101,Customer Success,2025-10-12,2026-03-14,,Planning,High,20,2365000,18,2025-09-12
P08204,Data Warehouse Development,Data Warehouse Development project for ServicePro,ServicePro,EMP121,Marketing,2025-07-17,2025-10-16,,In Progress,Medium,34,1990000,13,2025-07-11
P08205,Supply Chain Analytics,Supply Chain Analytics project for MarketPlus,MarketPlus,EMP125,Operations,2025-07-19,2026-01-14,,In Progress,Critical,61,2055000,12,2025-05-21
P08206,Online Learning Platform,Online Learning Platform project for OfficePro,OfficePro,EMP132,Analytics,2025-11-24,2026-07-25,,In Progress,Low,70,1600000,17,2025-10-19
P08207,Marketing Analytics Platform,Marketing Analytics Platform project for EduTech,EduTech,EMP105,AI Development,2026-08-22,2027-01-15,,In Progress,Medium,27,565000,16,2026-07-23
P08208,Healthcare Management System,Healthcare Management System project for RetailAnalytics,RetailAnalytics,EMP133,Security,2025-09-03,2026-04-21,,In Progress,Medium,28,630000,10,2025-07-06
P08209,Healthcare Management System,Healthcare Management System project for CloudWorks,CloudWorks,EMP137,IT Infrastructure,2025-05-09,2025-10-04,,In Progress,High,40,350000,17,2025-03-23
P08210,Document Management System,Document Management System project for DigitalHub,DigitalHub,EMP104,Security,2026-04-02,2027-03-02,2027-03-01,Completed,Medium,100,1665000,7,2026-03-10
P08211,Data Warehouse Development,Data Warehouse Development project for Global Traders,Global Traders,EMP134,Customer Success,2025-06-26,2026-05-21,,Planning,Medium,12,1805000,14,2025-05-08
P08212,HR Automation System,HR Automation System project for MedCare Hospitals,MedCare Hospitals,EMP106,Security,2025-11-19,2026-08-20,,In Progress,Medium,83,715000,10,2025-09-30
P08213,AI Demand Forecasting,AI Demand Forecasting project for FinanceCorp,FinanceCorp,EMP122,Finance,2025-06-02,2026-04-11,,Planning,Medium,8,2185000,10,2025-05-28
P08214,Cybersecurity Upgrade,Cybersecurity Upgrade project for PeopleFirst,PeopleFirst,EMP134,Operations,2025-05-08,2025-07-30,,In Progress,Medium,38,1045000,14,2025-04-12
P08215,HR Automation System,HR Automation System project for CloudWorks,CloudWorks,EMP144,Marketing,2025-06-01,2026-02-10,,In Progress,Low,39,745000,13,2025-04-10
P08216,Cybersecurity Upgrade,Cybersecurity Upgrade project for ServicePro,ServicePro,EMP127,Analytics,2025-08-02,2026-01-23,,In Progress,Medium,77,1940000,19,2025-06-22
P08217,Online Learning Platform,Online Learning Platform project for Global Traders,Global Traders,EMP122,Finance,2026-07-28,2027-05-17,,In Progress,Critical,59,1660000,15,2026-06-03
P08218,Document Management System,Document Management System project for ABC Corporation,ABC Corporation,EMP142,Sales,2026-02-07,2026-03-24,,In Progress,Medium,65,700000,10,2026-01-07
P08219,Marketing Analytics Platform,Marketing Analytics Platform project for Global Traders,Global Traders,EMP111,IT,2026-02-22,2026-06-07,,In Progress,Medium,33,2125000,18,2026-02-10
P08220,Cloud Migration Project,Cloud Migration Project project for DataCorp,DataCorp,EMP111,Healthcare IT,2025-02-02,2025-06-04,,In Progress,Medium,66,485000,20,2024-12-05
P08221,Healthcare Management System,Healthcare Management System project for IndustrialTech,IndustrialTech,EMP124,Data Engineering,2025-01-07,2025-08-18,2025-10-11,Delayed,High,41,680000,12,2024-12-13
P08222,Healthcare Management System,Healthcare Management System project for RetailAnalytics,RetailAnalytics,EMP107,Customer Success,2025-07-25,2026-07-15,,In Progress,Medium,86,1975000,7,2025-06-16
P08223,CRM Implementation,CRM Implementation project for ServicePro,ServicePro,EMP102,Development,2026-06-17,2027-05-14,,In Progress,High,57,1465000,18,2026-05-18
P08224,Warehouse Automation,Warehouse Automation project for LogiTech,LogiTech,EMP119,Healthcare IT,2025-01-10,2025-07-19,,In Progress,High,27,1225000,14,2024-12-06
P08225,Social Media Analytics,Social Media Analytics project for CloudWorks,CloudWorks,EMP108,Security,2026-04-05,2026-05-20,,In Progress,Medium,68,590000,9,2026-02-07
P08226,Employee Payroll System,Employee Payroll System project for MarketPlus,MarketPlus,EMP132,Analytics,2026-05-08,2027-03-26,,In Progress,Critical,17,450000,10,2026-04-14
P08227,CRM Implementation,CRM Implementation project for MarketPlus,MarketPlus,EMP128,Sales,2025-06-16,2026-01-30,,In Progress,High,82,1230000,16,2025-04-18
P08228,Cloud Migration Project,Cloud Migration Project project for ServicePro,ServicePro,EMP125,Analytics,2025-03-12,2025-05-03,,In Progress,High,47,2465000,14,2025-01-22
P08229,Healthcare Management System,Healthcare Management System project for FinTech Solutions,FinTech Solutions,EMP125,Development,2025-04-03,2025-12-10,2025-12-05,Completed,High,100,1650000,13,2025-03-27
P08230,Employee Payroll System,Employee Payroll System project for LogiTech,LogiTech,EMP105,Analytics,2025-02-16,2026-01-08,,In Progress,Medium,81,965000,17,2024-12-19
P08231,Healthcare Management System,Healthcare Management System project for XYZ Technologies,XYZ Technologies,EMP121,Healthcare IT,2026-05-22,2027-04-10,,Planning,High,19,2500000,4,2026-04-13
P08232,Financial Reporting Dashboard,Financial Reporting Dashboard project for XYZ Technologies,XYZ Technologies,EMP104,Sales,2026-04-17,2027-03-12,,In Progress,High,55,2495000,9,2026-03-28
P08233,Social Media Analytics,Social Media Analytics project for CloudWorks,CloudWorks,EMP118,Operations,2026-02-08,2027-01-31,2027-02-21,Completed,High,100,1010000,12,2026-01-02
P08234,Online Learning Platform,Online Learning Platform project for DigitalHub,DigitalHub,EMP134,Operations,2025-02-23,2025-11-04,2025-11-13,Completed,Critical,100,740000,7,2025-02-11
P08235,Employee Training Portal,Employee Training Portal project for CloudWorks,CloudWorks,EMP150,Human Resources,2026-07-25,2027-03-22,,In Progress,Medium,24,685000,16,2026-06-02
P08236,Social Media Analytics,Social Media Analytics project for ABC Retail,ABC Retail,EMP115,Marketing,2026-02-15,2026-05-08,,In Progress,High,21,1575000,7,2025-12-19
P08237,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,IndustrialTech,EMP114,Customer Success,2026-05-12,2027-01-14,,On Hold,Medium,31,955000,15,2026-03-14
P08238,Healthcare Management System,Healthcare Management System project for DataCorp,DataCorp,EMP134,IT Infrastructure,2025-08-16,2026-07-07,,Planning,High,3,2005000,10,2025-07-04
P08239,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,MedCare Hospitals,EMP146,Sales,2025-04-29,2026-02-28,,In Progress,High,72,1045000,13,2025-03-06
P08240,Marketing Analytics Platform,Marketing Analytics Platform project for FinanceCorp,FinanceCorp,EMP115,Sales,2026-05-09,2027-04-06,,In Progress,Critical,15,1620000,3,2026-05-01
P08241,Cybersecurity Upgrade,Cybersecurity Upgrade project for DigitalHub,DigitalHub,EMP142,IT Infrastructure,2025-01-31,2025-05-10,2025-05-04,Completed,High,100,810000,17,2024-12-04
P08242,AI Demand Forecasting,AI Demand Forecasting project for MarketPlus,MarketPlus,EMP116,IT Infrastructure,2025-04-20,2025-08-07,,In Progress,High,72,1330000,7,2025-04-04
P08243,Cloud Migration Project,Cloud Migration Project project for FinTech Solutions,FinTech Solutions,EMP132,AI Development,2025-04-03,2026-02-16,2026-02-11,Completed,Low,100,1730000,19,2025-02-05
P08244,Employee Payroll System,Employee Payroll System project for FinanceCorp,FinanceCorp,EMP111,Customer Success,2025-02-20,2026-01-31,,In Progress,High,30,2480000,20,2025-01-05
P08245,Online Learning Platform,Online Learning Platform project for FinanceCorp,FinanceCorp,EMP114,Sales,2025-11-27,2026-06-28,,Planning,Medium,2,935000,5,2025-10-16
P08246,Social Media Analytics,Social Media Analytics project for LogiTech,LogiTech,EMP150,IT,2025-05-18,2026-04-09,,Planning,Medium,0,1950000,3,2025-03-24
P08247,Supply Chain Analytics,Supply Chain Analytics project for MedCare Hospitals,MedCare Hospitals,EMP120,Customer Success,2026-08-03,2027-04-23,,In Progress,Medium,80,1610000,7,2026-07-22
P08248,Employee Training Portal,Employee Training Portal project for CloudWorks,CloudWorks,EMP101,Finance,2026-07-14,2026-11-01,2026-10-21,Completed,Medium,100,1950000,8,2026-07-06
P08249,Supply Chain Analytics,Supply Chain Analytics project for MedCare Hospitals,MedCare Hospitals,EMP139,Operations,2025-04-12,2025-11-05,,In Progress,High,72,1630000,20,2025-03-31
P08250,AI Demand Forecasting,AI Demand Forecasting project for SalesPro,SalesPro,EMP107,IT,2026-05-13,2026-10-31,,Planning,Medium,18,495000,4,2026-05-02
P08251,CRM Implementation,CRM Implementation project for MarketPlus,MarketPlus,EMP106,Analytics,2025-01-24,2025-11-17,2026-02-10,Delayed,Medium,58,785000,7,2025-01-18
P08252,Inventory Management System,Inventory Management System project for OfficePro,OfficePro,EMP142,Customer Success,2025-06-21,2025-11-20,,In Progress,High,63,1855000,6,2025-06-09
P08253,E-Commerce Platform,E-Commerce Platform project for IndustrialTech,IndustrialTech,EMP118,Data Engineering,2026-01-31,2026-05-12,,In Progress,Low,17,1920000,17,2025-12-26
P08254,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,MedCare Hospitals,EMP107,AI Development,2025-05-04,2025-11-24,,Planning,Medium,0,1665000,15,2025-03-09
P08255,Warehouse Automation,Warehouse Automation project for ABC Retail,ABC Retail,EMP149,Finance,2025-02-16,2025-09-07,2025-11-23,Delayed,Medium,63,695000,12,2025-02-11
P08256,Marketing Analytics Platform,Marketing Analytics Platform project for EduTech,EduTech,EMP115,IT Infrastructure,2025-04-05,2026-02-28,,In Progress,Medium,56,490000,18,2025-02-08
P08257,Online Learning Platform,Online Learning Platform project for MedCare Hospitals,MedCare Hospitals,EMP132,Healthcare IT,2026-01-31,2026-03-19,,Planning,High,17,1905000,9,2026-01-17
P08258,Employee Payroll System,Employee Payroll System project for OfficePro,OfficePro,EMP114,AI Development,2025-05-13,2026-04-02,,In Progress,High,59,1685000,7,2025-04-04
P08259,Cloud Migration Project,Cloud Migration Project project for LogiTech,LogiTech,EMP130,Operations,2025-05-28,2025-09-17,,In Progress,High,17,1505000,16,2025-04-29
P08260,Document Management System,Document Management System project for FinanceCorp,FinanceCorp,EMP135,Data Engineering,2025-05-04,2025-08-13,,In Progress,Medium,67,295000,19,2025-04-07
P08261,CRM Implementation,CRM Implementation project for MedCare Hospitals,MedCare Hospitals,EMP138,Development,2026-06-14,2026-12-09,,In Progress,Medium,25,1645000,16,2026-05-21
P08262,Cybersecurity Upgrade,Cybersecurity Upgrade project for DigitalHub,DigitalHub,EMP121,Human Resources,2026-06-17,2027-01-24,,In Progress,High,86,2005000,3,2026-05-13
P08263,Employee Payroll System,Employee Payroll System project for FinTech Solutions,FinTech Solutions,EMP131,Development,2026-04-28,2027-04-05,,In Progress,High,53,1295000,7,2026-04-06
P08264,CRM Implementation,CRM Implementation project for RetailAnalytics,RetailAnalytics,EMP143,Security,2025-01-12,2025-08-15,,In Progress,Medium,50,365000,20,2024-12-03
P08265,HR Automation System,HR Automation System project for ServicePro,ServicePro,EMP143,Development,2025-05-31,2025-08-30,2025-08-31,Completed,Medium,100,900000,3,2025-04-19
P08266,Supply Chain Analytics,Supply Chain Analytics project for IndustrialTech,IndustrialTech,EMP138,Healthcare IT,2026-06-13,2026-12-19,,Planning,Medium,0,640000,11,2026-04-23
P08267,Mobile Banking Application,Mobile Banking Application project for CloudWorks,CloudWorks,EMP120,Human Resources,2025-11-29,2026-11-03,2026-10-25,Completed,Low,100,1640000,17,2025-10-25
P08268,Cloud Migration Project,Cloud Migration Project project for EduTech,EduTech,EMP127,IT Infrastructure,2025-01-25,2025-10-25,,In Progress,Low,39,525000,18,2024-12-15
P08269,Mobile Banking Application,Mobile Banking Application project for ServicePro,ServicePro,EMP149,Development,2025-05-30,2025-09-21,,In Progress,High,16,340000,15,2025-05-20
P08270,Cloud Migration Project,Cloud Migration Project project for SecureNet,SecureNet,EMP113,Development,2026-05-12,2027-01-18,,In Progress,Medium,23,2090000,18,2026-03-31
P08271,Healthcare Management System,Healthcare Management System project for SalesPro,SalesPro,EMP135,Healthcare IT,2026-06-12,2027-03-18,,In Progress,High,62,2325000,5,2026-05-10
P08272,E-Commerce Platform,E-Commerce Platform project for MarketPlus,MarketPlus,EMP140,Data Engineering,2025-09-13,2026-01-24,2026-01-14,Completed,Medium,100,2150000,8,2025-07-17
P08273,Mobile Banking Application,Mobile Banking Application project for MarketPlus,MarketPlus,EMP125,Human Resources,2025-04-01,2025-10-31,,In Progress,Medium,54,1565000,3,2025-02-16
P08274,Cloud Migration Project,Cloud Migration Project project for EduTech,EduTech,EMP144,Analytics,2025-02-16,2025-07-22,2025-08-31,Delayed,High,59,1050000,17,2025-02-02
P08275,HR Automation System,HR Automation System project for MarketPlus,MarketPlus,EMP122,Sales,2025-05-16,2025-08-26,2025-09-11,Delayed,Medium,77,430000,14,2025-04-01
P08276,Social Media Analytics,Social Media Analytics project for RetailAnalytics,RetailAnalytics,EMP142,IT Infrastructure,2026-04-25,2027-03-20,,On Hold,Critical,63,1130000,19,2026-03-10
P08277,Employee Payroll System,Employee Payroll System project for ABC Retail,ABC Retail,EMP133,Security,2026-05-11,2026-10-05,,In Progress,Medium,86,665000,13,2026-04-04
P08278,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,FinanceCorp,EMP103,Finance,2025-06-03,2025-10-30,,Planning,High,1,2070000,14,2025-04-08
P08279,Inventory Management System,Inventory Management System project for DigitalHub,DigitalHub,EMP142,Customer Success,2026-08-10,2026-10-26,2026-11-12,Completed,Medium,100,2125000,16,2026-07-07
P08280,Employee Payroll System,Employee Payroll System project for PeopleFirst,PeopleFirst,EMP135,Operations,2026-06-11,2026-12-15,,In Progress,Medium,21,1305000,10,2026-05-27
P08281,CRM Implementation,CRM Implementation project for MedCare Hospitals,MedCare Hospitals,EMP112,IT Infrastructure,2026-08-16,2027-04-23,2027-04-07,Completed,Medium,100,940000,18,2026-08-10
P08282,Employee Training Portal,Employee Training Portal project for CloudWorks,CloudWorks,EMP136,Analytics,2026-03-28,2027-03-19,,Planning,Medium,18,1825000,20,2026-03-03
P08283,E-Commerce Platform,E-Commerce Platform project for ABC Retail,ABC Retail,EMP126,Development,2025-12-10,2026-09-29,2026-09-20,Completed,Medium,100,1660000,14,2025-11-22
P08284,Cloud Migration Project,Cloud Migration Project project for Global Traders,Global Traders,EMP148,Customer Success,2026-08-13,2027-06-28,,Planning,Medium,18,1555000,9,2026-07-19
P08285,Employee Payroll System,Employee Payroll System project for OfficePro,OfficePro,EMP116,Data Engineering,2026-02-18,2027-02-13,2027-03-26,Delayed,High,21,2330000,14,2026-01-19
P08286,E-Commerce Platform,E-Commerce Platform project for SalesPro,SalesPro,EMP114,AI Development,2026-05-15,2027-02-07,,In Progress,Medium,17,880000,19,2026-03-24
P08287,HR Automation System,HR Automation System project for ABC Retail,ABC Retail,EMP103,Development,2025-08-30,2026-07-15,,In Progress,Low,39,995000,12,2025-08-06
P08288,Employee Training Portal,Employee Training Portal project for PeopleFirst,PeopleFirst,EMP140,Data Engineering,2025-05-25,2025-10-14,,In Progress,Medium,59,375000,16,2025-04-18
P08289,Cloud Migration Project,Cloud Migration Project project for LogiTech,LogiTech,EMP150,Marketing,2025-12-11,2026-09-10,,In Progress,Critical,18,745000,13,2025-10-28
P08290,Marketing Analytics Platform,Marketing Analytics Platform project for EduTech,EduTech,EMP135,Development,2025-09-03,2026-05-07,2026-07-08,Delayed,Low,51,1305000,10,2025-07-26
P08291,Supply Chain Analytics,Supply Chain Analytics project for DigitalHub,DigitalHub,EMP119,Customer Success,2025-07-30,2026-02-04,,In Progress,High,34,2095000,20,2025-06-16
P08292,Financial Reporting Dashboard,Financial Reporting Dashboard project for IndustrialTech,IndustrialTech,EMP144,Security,2026-02-22,2026-10-30,,In Progress,Medium,89,675000,9,2026-01-15
P08293,HR Automation System,HR Automation System project for FinTech Solutions,FinTech Solutions,EMP113,Analytics,2026-01-02,2026-10-04,,In Progress,Medium,81,1425000,3,2025-11-17
P08294,E-Commerce Platform,E-Commerce Platform project for ABC Corporation,ABC Corporation,EMP135,AI Development,2025-07-09,2026-01-01,2026-01-02,Completed,Medium,100,945000,17,2025-06-10
P08295,HR Automation System,HR Automation System project for FinanceCorp,FinanceCorp,EMP130,AI Development,2025-05-25,2026-04-04,,Planning,Critical,10,2015000,12,2025-05-02
P08296,Data Warehouse Development,Data Warehouse Development project for OfficePro,OfficePro,EMP143,Analytics,2025-11-24,2026-01-19,2026-04-15,Delayed,Medium,28,1685000,3,2025-11-09
P08297,Employee Payroll System,Employee Payroll System project for PeopleFirst,PeopleFirst,EMP149,Development,2025-07-16,2025-12-11,,In Progress,Medium,36,375000,7,2025-07-11
P08298,Supply Chain Analytics,Supply Chain Analytics project for SalesPro,SalesPro,EMP118,Healthcare IT,2025-05-23,2025-11-01,2025-10-30,Completed,High,100,615000,16,2025-05-16
P08299,HR Automation System,HR Automation System project for XYZ Technologies,XYZ Technologies,EMP105,AI Development,2025-05-14,2026-03-20,2026-03-27,Completed,Low,100,1970000,16,2025-05-07
P08300,Supply Chain Analytics,Supply Chain Analytics project for IndustrialTech,IndustrialTech,EMP108,Human Resources,2026-02-02,2026-08-28,,In Progress,Critical,31,1775000,12,2026-01-13
P08301,AI Demand Forecasting,AI Demand Forecasting project for EduTech,EduTech,EMP137,Human Resources,2025-09-07,2026-08-16,,In Progress,Medium,84,510000,16,2025-08-11
P08302,Customer Support Chatbot,Customer Support Chatbot project for FinanceCorp,FinanceCorp,EMP119,Finance,2025-07-25,2026-07-09,,In Progress,High,64,930000,20,2025-05-28
P08303,Marketing Analytics Platform,Marketing Analytics Platform project for LogiTech,LogiTech,EMP107,Healthcare IT,2025-03-11,2025-09-18,,In Progress,High,42,860000,7,2025-02-09
P08304,Cloud Migration Project,Cloud Migration Project project for LogiTech,LogiTech,EMP141,Finance,2025-02-03,2025-11-07,,Planning,Medium,0,1310000,6,2024-12-16
P08305,Healthcare Management System,Healthcare Management System project for FinanceCorp,FinanceCorp,EMP133,Data Engineering,2026-02-21,2026-06-24,2026-06-28,Completed,Critical,100,310000,16,2026-01-16
P08306,Supply Chain Analytics,Supply Chain Analytics project for OfficePro,OfficePro,EMP107,Marketing,2026-08-04,2026-10-22,,In Progress,Critical,82,1445000,9,2026-07-19
