expense_id,department,category,amount,expense_date,approval_status,payment_method,budget_allocated,budget_used,vendor_name,expense_priority
EXP0839,HR,Software License,21471,2025-04-21,Pending,Cash,293336,48181,Adobe,High
EXP0840,Finance,Cloud Services,28179,2026-03-21,Rejected,Bank Transfer,87858,83212,Meta,Low
EXP0841,Finance,Consulting,44224,2025-02-11,Pending,Credit Card,402997,149466,Microsoft,Low
EXP0842,Marketing,Maintenance,27542,2025-01-07,Approved,Cash,310188,214798,HP,Critical
EXP0843,Data Science,Consulting,65791,2026-06-19,Approved,Cash,233115,179313,Amazon AWS,Medium
EXP0844,Data Science,Software License,43558,2026-04-07,Pending,UPI,210876,104922,Amazon AWS,Medium
EXP0845,IT,Consulting,38196,2025-10-20,Pending,Bank Transfer,112400,96933,Adobe,Medium
EXP0846,Sales,Training,51679,2025-02-26,Rejected,Cash,197316,192970,Dell,High
EXP0847,HR,Maintenance,24185,2026-03-05,Pending,Bank Transfer,459195,204827,LinkedIn,Low
EXP0848,Finance,Cloud Services,68781,2025-10-23,Approved,Bank Transfer,54544,25793,Google,Low
EXP0849,IT,Hardware,13052,2025-06-10,Approved,Bank Transfer,92340,81268,HP,Low
EXP0850,Engineering,Software License,44613,2025-01-08,Approved,Credit Card,455972,224655,Dell,Medium
EXP0851,IT,Marketing Campaign,76351,2026-07-21,Rejected,Bank Transfer,287702,152286,Microsoft,Medium
EXP0852,Engineering,Office Supplies,67296,2025-12-17,Approved,Credit Card,185353,124948,Adobe,Low
EXP0853,Operations,Maintenance,18374,2024-10-20,Rejected,UPI,401005,251440,HP,Medium
EXP0854,Finance,Maintenance,35050,2025-09-05,Rejected,Cash,233040,13773,Oracle,Medium
EXP0855,Finance,Office Supplies,40414,2025-03-27,Rejected,UPI,364237,179945,Zoho,Critical
EXP0856,HR,Software License,82156,2026-04-05,Pending,Bank Transfer,102275,43416,Zoho,Medium
EXP0857,IT,Marketing Campaign,30942,2026-05-16,Rejected,Credit Card,378820,320909,HP,Low
EXP0858,Marketing,Consulting,47271,2024-09-21,Pending,Bank Transfer,451359,325920,Google,High
EXP0859,Engineering,Training,17482,2026-01-18,Pending,Bank Transfer,100024,8404,Oracle,Critical
EXP0860,Operations,Maintenance,64036,2024-10-22,Approved,Credit Card,160765,96108,Zoho,Medium
EXP0861,IT,Recruitment,76609,2025-07-03,Approved,Bank Transfer,205263,2034,Oracle,Critical
EXP0862,IT,Cloud Services,23020,2025-10-23,Approved,UPI,285566,69432,LinkedIn,Medium
EXP0863,Marketing,Travel,54514,2025-05-04,Pending,Bank Transfer,71090,21888,Zoho,Medium
EXP0864,Engineering,Software License,57218,2026-02-12,Approved,UPI,89121,39380,Adobe,Low
EXP0865,IT,Cloud Services,97394,2025-10-26,Rejected,Cash,375098,120199,Dell,Low
EXP0866,Engineering,Marketing Campaign,19515,2025-07-10,Rejected,Credit Card,251346,125641,Adobe,Medium
EXP0867,Engineering,Software License,16641,2026-05-08,Approved,Bank Transfer,233064,177439,Amazon AWS,Low
EXP0868,Marketing,Consulting,58130,2025-07-22,Pending,Cash,440784,216295,Oracle,Low
EXP0869,Marketing,Travel,97760,2024-10-30,Rejected,Cash,148903,120311,HP,Medium
EXP0870,Operations,Training,12394,2025-03-23,Approved,Credit Card,356262,68447,LinkedIn,Low
EXP0871,IT,Travel,87306,2026-06-12,Approved,UPI,372934,111235,Meta,Critical
EXP0872,Operations,Cloud Services,88901,2026-05-12,Approved,UPI,305512,230866,HP,High
EXP0873,Sales,Office Supplies,93066,2025-05-06,Approved,UPI,473015,79871,Adobe,Medium
EXP0874,Operations,Recruitment,94307,2025-12-15,Rejected,Cash,382863,102520,Google,High
EXP0875,HR,Consulting,10190,2025-03-10,Approved,Cash,100320,95260,LinkedIn,Low
EXP0876,IT,Travel,7323,2026-06-19,Pending,Bank Transfer,195669,96685,Meta,Low
EXP0877,Data Science,Office Supplies,52962,2025-06-14,Rejected,Bank Transfer,132522,91841,LinkedIn,Low
EXP0878,Sales,Travel,73260,2026-07-30,Approved,Bank Transfer,451893,162485,Zoho,Critical
EXP0879,Finance,Travel,82299,2024-10-29,Approved,Bank Transfer,419639,299132,Oracle,Critical
EXP0880,Finance,Maintenance,84595,2026-02-13,Pending,UPI,50580,16024,HP,Medium
EXP0881,Marketing,Office Supplies,93236,2024-09-30,Rejected,Credit Card,305550,277499,Meta,Low
EXP0882,Finance,Software License,74434,2026-07-25,Pending,Credit Card,84388,71311,Google,Medium
EXP0883,Data Science,Maintenance,35516,2025-11-23,Pending,UPI,300726,76643,Zoho,Low
EXP0884,HR,Maintenance,76003,2024-08-23,Rejected,Bank Transfer,209675,151016,Adobe,Critical
EXP0885,Engineering,Travel,99797,2025-10-12,Pending,Cash,436367,398955,Zoho,Low
EXP0886,HR,Consulting,88783,2025-01-13,Rejected,Cash,431433,311704,Meta,Medium
EXP0887,HR,Marketing Campaign,73853,2026-07-12,Rejected,Bank Transfer,66179,7510,Google,Low
EXP0888,Marketing,Office Supplies,47135,2025-05-26,Approved,UPI,261021,58129,Amazon AWS,Medium
EXP0889,Marketing,Maintenance,17363,2025-06-18,Approved,Credit Card,474901,338447,Microsoft,Critical
EXP0890,HR,Consulting,33795,2025-11-16,Rejected,Cash,448643,125646,LinkedIn,Low
EXP0891,Engineering,Travel,16423,2024-11-15,Approved,UPI,167267,99294,Google,High
EXP0892,Data Science,Consulting,82911,2025-12-16,Pending,Cash,52317,33651,Oracle,Critical
EXP0893,Operations,Consulting,76231,2025-07-04,Pending,Cash,85408,63913,Zoho,Medium
EXP0894,Finance,Software License,38619,2025-03-03,Pending,UPI,203874,37763,HP,Medium
EXP0895,Data Science,Hardware,78484,2025-12-01,Rejected,Cash,352181,149066,Meta,Critical
EXP0896,Operations,Consulting,75679,2024-10-21,Pending,UPI,218552,23259,LinkedIn,Medium
EXP0897,Sales,Training,29485,2026-08-16,Approved,UPI,116309,85149,Oracle,Medium
EXP0898,Data Science,Cloud Services,24973,2025-05-02,Rejected,Cash,185536,178938,Adobe,Critical
EXP0899,IT,Software License,57799,2026-01-07,Pending,Cash,355746,45027,Zoho,High
EXP0900,Marketing,Office Supplies,34020,2024-11-23,Approved,UPI,444552,421547,Google,High
EXP0901,HR,Hardware,23915,2026-01-31,Rejected,Bank Transfer,132650,2630,LinkedIn,High
EXP0902,Marketing,Hardware,11186,2024-12-05,Approved,Credit Card,413862,371847,Zoho,Low
EXP0903,HR,Marketing Campaign,14463,2025-06-10,Rejected,Cash,416551,95015,Microsoft,Medium
EXP0904,Finance,Travel,54904,2024-10-10,Rejected,Credit Card,61645,58565,Adobe,Medium
EXP0905,Marketing,Marketing Campaign,98691,2026-04-09,Rejected,Cash,51029,24488,LinkedIn,Medium
EXP0906,Operations,Travel,41626,2024-09-25,Pending,Cash,354435,260358,Zoho,High
EXP0907,Finance,Training,13253,2026-01-22,Pending,Cash,73524,71755,Zoho,Critical
EXP0908,HR,Maintenance,7015,2025-10-07,Pending,Cash,244490,214630,Dell,Low
EXP0909,IT,Recruitment,81735,2024-10-20,Rejected,Cash,426112,59760,Dell,High
EXP0910,HR,Marketing Campaign,30796,2025-08-09,Pending,Cash,267802,241012,LinkedIn,Medium
EXP0911,Sales,Training,32799,2024-12-24,Pending,Bank Transfer,212571,79349,Zoho,High
EXP0912,Engineering,Hardware,69229,2026-07-27,Pending,UPI,62007,14103,Oracle,Low
EXP0913,Sales,Travel,75155,2026-03-29,Approved,UPI,141607,23119,Oracle,High
EXP0914,Finance,Office Supplies,85585,2025-09-03,Rejected,UPI,478128,360569,Dell,Critical
EXP0915,Engineering,Consulting,59658,2025-04-05,Approved,Bank Transfer,491224,397169,Adobe,Medium
EXP0916,IT,Cloud Services,63314,2026-08-22,Approved,Credit Card,174036,100470,Oracle,Critical
EXP0917,IT,Hardware,25674,2025-04-18,Pending,Credit Card,138252,121862,Amazon AWS,Critical
EXP0918,HR,Marketing Campaign,11548,2026-04-16,Pending,UPI,203841,31016,Meta,Low
EXP0919,Finance,Consulting,17822,2025-02-13,Rejected,Credit Card,122056,100396,Microsoft,Medium
EXP0920,IT,Travel,80730,2025-03-11,Rejected,Cash,288394,145537,HP,Low
EXP0921,Sales,Marketing Campaign,49455,2025-05-11,Pending,Credit Card,488198,40101,Adobe,Medium
EXP0922,Marketing,Recruitment,49809,2024-08-29,Rejected,Bank Transfer,394987,47539,Oracle,Critical
EXP0923,Marketing,Training,88889,2025-12-25,Pending,Credit Card,210881,5114,Dell,Medium
EXP0924,HR,Consulting,80145,2025-02-27,Approved,Credit Card,463894,194818,HP,Critical
EXP0925,Marketing,Hardware,73012,2025-05-06,Pending,UPI,240344,212000,Zoho,High
EXP0926,Data Science,Hardware,98338,2026-02-15,Pending,Cash,210909,58448,HP,Critical
EXP0927,IT,Travel,22197,2026-07-02,Approved,Bank Transfer,209989,160716,LinkedIn,High
EXP0928,Operations,Recruitment,69742,2025-10-17,Pending,Bank Transfer,437734,363356,HP,High
EXP0929,Sales,Office Supplies,46712,2026-06-07,Pending,Credit Card,376970,340198,Google,Low
EXP0930,HR,Software License,56410,2025-03-12,Approved,UPI,124705,78253,Zoho,Critical
EXP0931,Marketing,Maintenance,74869,2024-09-27,Approved,Bank Transfer,464147,327611,Microsoft,Medium
EXP0932,Engineering,Cloud Services,25188,2024-10-19,Rejected,UPI,299104,232688,Google,Medium
EXP0933,Data Science,Hardware,2202,2025-07-08,Pending,Bank Transfer,386034,198769,LinkedIn,Low
EXP0934,Engineering,Maintenance,2658,2026-03-08,Approved,Cash,189454,35835,HP,Critical
EXP0935,IT,Hardware,5335,2025-10-18,Pending,UPI,194320,40819,Meta,Medium
EXP0936,Data Science,Office Supplies,61208,2024-10-02,Rejected,Credit Card,98663,47853,Microsoft,High
EXP0937,IT,Recruitment,95251,2025-01-01,Pending,UPI,66446,20450,LinkedIn,Critical
EXP0938,Operations,Consulting,2233,2024-10-19,Rejected,UPI,395016,293242,Dell,Low
EXP0939,Data Science,Training,73636,2026-08-18,Rejected,Cash,307015,39287,Zoho,High
EXP0940,IT,Recruitment,53578,2026-06-03,Approved,UPI,276129,205216,Google,Medium
EXP0941,Finance,Training,12376,2025-05-21,Rejected,Cash,126654,60265,HP,Medium
EXP0942,IT,Training,36368,2024-12-16,Approved,Bank Transfer,260597,56682,HP,Medium
EXP0943,Sales,Cloud Services,37553,2025-10-30,Pending,Cash,353482,92698,HP,Medium
EXP0944,Engineering,Cloud Services,48395,2025-04-28,Pending,Bank Transfer,482510,329269,Zoho,High
EXP0945,IT,Training,53260,2025-07-10,Rejected,Cash,386971,317762,Dell,High
EXP0946,HR,Hardware,15874,2024-08-31,Pending,Credit Card,496251,92337,Meta,Medium
EXP0947,Engineering,Office Supplies,12387,2025-07-07,Approved,Bank Transfer,118509,105042,Oracle,Low
EXP0948,IT,Hardware,51279,2026-06-10,Approved,UPI,424995,160121,Dell,Medium
EXP0949,Finance,Maintenance,64738,2025-07-30,Rejected,Credit Card,364524,6448,Meta,Critical
EXP0950,Sales,Cloud Services,61010,2026-05-11,Pending,Bank Transfer,232158,79526,HP,Critical
EXP0951,Data Science,Cloud Services,34089,2025-04-02,Rejected,Cash,415941,49926,Dell,Low
EXP0952,IT,Marketing Campaign,56470,2024-12-20,Rejected,Credit Card,403748,43758,HP,High
EXP0953,HR,Marketing Campaign,81747,2025-07-03,Approved,Cash,438828,424965,Dell,Medium
EXP0954,HR,Maintenance,64730,2026-05-24,Rejected,UPI,491699,116789,LinkedIn,Critical
EXP0955,Operations,Maintenance,97160,2026-05-02,Approved,Cash,126598,123936,Zoho,High
EXP0956,Marketing,Marketing Campaign,86840,2025-03-01,Pending,UPI,110727,25812,Dell,High
EXP0957,Finance,Travel,27575,2025-05-18,Approved,Cash,104783,66382,Microsoft,Medium
EXP0958,Data Science,Hardware,22229,2026-03-21,Pending,Bank Transfer,140600,44857,Zoho,Medium
EXP0959,Data Science,Cloud Services,67190,2025-07-10,Pending,Credit Card,225381,35017,Microsoft,Medium
EXP0960,Finance,Maintenance,95372,2025-04-14,Approved,UPI,431442,42004,Adobe,Medium
EXP0961,Data Science,Marketing Campaign,53808,2026-04-25,Pending,Cash,384739,307170,Oracle,Medium
EXP0962,Engineering,Maintenance,93321,2025-07-16,Pending,Cash,394425,6294,LinkedIn,Critical
EXP0963,Operations,Training,84333,2026-02-05,Pending,Cash,59026,21782,Google,High
EXP0964,Engineering,Travel,94606,2024-12-24,Pending,Bank Transfer,163125,24229,Amazon AWS,Low
EXP0965,IT,Cloud Services,36573,2024-11-10,Rejected,UPI,213098,141274,Google,Medium
EXP0966,Sales,Recruitment,99501,2025-12-27,Pending,Cash,189828,73811,Google,Critical
EXP0967,Data Science,Recruitment,94980,2025-09-26,Rejected,Credit Card,253877,119112,Microsoft,Low
EXP0968,HR,Office Supplies,97689,2025-09-16,Pending,UPI,488394,92632,Google,High
EXP0969,Operations,Travel,15413,2025-05-31,Pending,Bank Transfer,493785,19795,LinkedIn,Low
EXP0970,Operations,Consulting,23711,2026-03-30,Rejected,Credit Card,335873,263507,Microsoft,Critical
EXP0971,Marketing,Maintenance,91019,2024-09-14,Approved,Bank Transfer,378840,296086,Microsoft,Low
EXP0972,Engineering,Recruitment,14519,2026-04-09,Pending,UPI,320177,226327,Google,High
EXP0973,Marketing,Maintenance,32046,2026-08-10,Approved,Bank Transfer,124388,121873,LinkedIn,High
EXP0974,Sales,Consulting,24880,2025-02-05,Rejected,Bank Transfer,364994,188104,Meta,Critical
EXP0975,Sales,Maintenance,18145,2024-09-24,Approved,Credit Card,280124,83829,Amazon AWS,Low
EXP0976,Finance,Marketing Campaign,79411,2025-04-04,Rejected,UPI,448614,31056,Dell,High
EXP0977,Data Science,Office Supplies,13301,2025-05-15,Pending,Credit Card,157134,81275,Amazon AWS,Medium
EXP0978,Sales,Consulting,17284,2026-01-26,Rejected,Credit Card,52838,37297,Dell,Medium
EXP0979,Operations,Maintenance,28798,2024-12-12,Approved,UPI,492784,328352,LinkedIn,Medium
EXP0980,Marketing,Training,95987,2025-11-01,Rejected,UPI,433573,145081,Amazon AWS,Critical
EXP0981,Data Science,Marketing Campaign,18202,2025-05-25,Pending,Cash,284792,64187,Dell,Medium
EXP0982,Sales,Travel,44170,2024-11-16,Rejected,Credit Card,402616,199927,Dell,Low
EXP0983,IT,Consulting,39172,2025-11-22,Rejected,UPI,287267,9966,Adobe,Low
EXP0984,Finance,Consulting,91248,2025-10-26,Approved,UPI,410987,114066,Dell,Low
EXP0985,Marketing,Cloud Services,61121,2025-10-05,Approved,Bank Transfer,81418,56951,Oracle,High
EXP0986,Engineering,Office Supplies,69033,2025-03-02,Rejected,Cash,72696,71207,HP,Medium
EXP0987,IT,Marketing Campaign,8162,2024-08-30,Rejected,Cash,276880,110362,Microsoft,Medium
EXP0988,Sales,Training,7423,2026-03-20,Pending,Bank Transfer,109239,19988,LinkedIn,Low
EXP0989,Operations,Marketing Campaign,89315,2025-02-28,Pending,Credit Card,428570,248255,Dell,Medium
EXP0990,Data Science,Travel,15430,2026-08-22,Rejected,Bank Transfer,56662,26869,Google,High
EXP0991,Engineering,Consulting,53109,2025-08-17,Rejected,UPI,128164,17165,HP,Medium
EXP0992,HR,Recruitment,90187,2025-02-16,Rejected,Cash,105370,71483,Dell,High
EXP0993,Finance,Training,18967,2025-03-02,Pending,UPI,138535,91929,Adobe,High
EXP0994,Sales,Recruitment,50262,2025-11-05,Rejected,Credit Card,130560,73655,Meta,Low
EXP0995,Finance,Marketing Campaign,26667,2026-07-09,Rejected,Cash,240699,104862,Adobe,Medium
EXP0996,Finance,Maintenance,96340,2025-09-27,Approved,Credit Card,225846,64493,Dell,Critical
EXP0997,Marketing,Software License,66975,2025-07-12,Pending,Credit Card,60798,53507,Dell,High
EXP0998,Operations,Marketing Campaign,5381,2025-01-14,Pending,Bank Transfer,428569,292745,LinkedIn,High
EXP0999,HR,Training,32165,2025-08-25,Approved,UPI,463041,31564,Dell,High
EXP1000,Data Science,Recruitment,39527,2026-01-06,Pending,Cash,124192,50323,Amazon AWS,Critical
